price,mileage,engineSize,transmission,fuelType,link,imageLink
1889,144000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212222721622?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=6,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/d6617705230e447ebba1668b6175cac2.jpg
2595,67000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212272793293?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=6,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/b237821cbacb4995a6f7f16046540386.jpg
3495,49000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211221892169?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=6,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/00564fa8b1954c15b101af5bfeabeb0a.jpg
1799,97000,1.4L,Manual,Diesel,https://www.autotrader.co.uk/car-details/202212292816616?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=6&journey=PROMOTED_LISTING_JOURNEY,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/1c8c5dbd615d426bad5c84fcdfcc5ce9.jpg
3598,38900,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212172594245?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/026f33ab3e0b40f68addaa31e225288e.jpg
2995,84536,1.4L,Manual,Diesel,https://www.autotrader.co.uk/car-details/202211121615313?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/336d63402ffc4493822f40aaebece6c3.jpg
2995,53000,1.2L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212122461465?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/739dfeea38e94b35a312bec44e42ff00.jpg
3198,57000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211011266731?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/2b61f3cbeb86485cb3e99c4846240862.jpg
2250,88000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211231933753?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/ee62d581f9e64cb383c2ee8825d0fdf3.jpg
2090,48000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212162574634?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/a7336ebc478444c097a9c30030408bd6.jpg
2950,98500,1.4L,Automatic,Petrol,https://www.autotrader.co.uk/car-details/202212122476535?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/90d94267313a4f2393629840b43ae78f.jpg
1695,127623,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212132490447?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/de4d4d2c070c4f7d88842c4586e89a1f.jpg
3000,68026,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212072341723?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/1034b9297bc345d399dc8650596b57ae.jpg
2795,74000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211302153975?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/b8e09933f52243c3b39808946638caa4.jpg
2495,67181,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212212695086?model=Fiesta&exclude-writeoff-categories=on&radius=1500&postcode=tq122pu&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&include-delivery-option=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2006&year-from=2006&page=7&journey=PROMOTED_LISTING_JOURNEY,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/fd79e3d1a9f24bb5b6d563ed23b6ff6e.jpg
1990,105919,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211221894604?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/231e5d0372954f4c8ed6dca2d20b5733.jpg
2295,144000,1.6L,Manual,Diesel,https://www.autotrader.co.uk/car-details/202205065426158?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/6502761b899c4ed1aafd8211850bc67a.jpg
2495,67181,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212212695086?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/fd79e3d1a9f24bb5b6d563ed23b6ff6e.jpg
2750,59000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212102423045?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://www.autotrader.co.uk/images/noimage/no_image_266x200.png
2495,43108,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211231937032?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/4cf0772840c14c9aafa35dd10c692c99.jpg
3295,104520,2.0L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202110188619292?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/323d45b515e74eb89727bdd71d2585e8.jpg
4495,24000,1.6L,Automatic,Petrol,https://www.autotrader.co.uk/car-details/202210200921126?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8&percentVehiclePriceDeposit=true,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/b3eeef94f64f48558d05851d601bc304.jpg
3295,106000,2.0L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211302143652?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/d8bf6f84c8734a8dbbe245f028739b84.jpg
2390,71000,1.6L,Automatic,Petrol,https://www.autotrader.co.uk/car-details/202212212674399?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/d193d872b72a4c93863fedd38b573fcc.jpg
4495,86000,2.0L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212112450595?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/5cf21202fd71418bba7cfd021dd7ce4b.jpg
1799,97000,1.4L,Manual,Diesel,https://www.autotrader.co.uk/car-details/202212292816616?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2006&sort=relevance&page=8&journey=PROMOTED_LISTING_JOURNEY,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/1c8c5dbd615d426bad5c84fcdfcc5ce9.jpg
4995,15206,1.6L,Automatic,Petrol,https://www.autotrader.co.uk/car-details/202205135650591?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9&percentVehiclePriceDeposit=true,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/080904a8281845ba87f575982af457d4.jpg
995,90000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212192623779?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/f6461433acf94d3c9eca7598c6cd2410.jpg
1795,96103,1.6L,Manual,Diesel,https://www.autotrader.co.uk/car-details/202212202669130?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/44559bd077b54fad9c8178706eed3f1d.jpg
2295,89000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212052282399?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/0eedb0ff7730439886d0a9a5f4baef80.jpg
2499,60000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211302161307?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/3bc6b7f7886b46958f2a3b10e857f540.jpg
2995,103000,1.6L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202210160775960?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/ed98ddc68e6c42b19eff682befde97b7.jpg
1825,145728,1.6L,Automatic,Petrol,https://www.autotrader.co.uk/car-details/202212172586386?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/9556d3152e3346cabc8729e4af3bd6a9.jpg
1795,90000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212292832278?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/1da48eb5604a49b6809ae18f50c248f2.jpg
2490,100000,1.6L,Automatic,Petrol,https://www.autotrader.co.uk/car-details/202212052288638?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/6e455b4f300c4963a93ad7ec17667c21.jpg
1799,97000,1.4L,Manual,Diesel,https://www.autotrader.co.uk/car-details/202212292816616?exclude-writeoff-categories=on&year-from=2006&make=Ford&radius=1500&advertising-location=at_cars&year-to=2006&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&sort=relevance&page=9&journey=PROMOTED_LISTING_JOURNEY,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/1c8c5dbd615d426bad5c84fcdfcc5ce9.jpg
2150,127331,1.6L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212202662602?advertising-location=at_cars&year-to=2006&make=Ford&radius=1500&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&year-from=2006&exclude-writeoff-categories=on&sort=relevance&page=10,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/7e4eb1ada1e740ad89c43febaf6b9511.jpg
2495,67181,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212212695086?advertising-location=at_cars&year-to=2006&make=Ford&radius=1500&include-delivery-option=on&model=Fiesta&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&postcode=tq122pu&year-from=2006&exclude-writeoff-categories=on&sort=relevance&page=10&journey=PROMOTED_LISTING_JOURNEY,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/fd79e3d1a9f24bb5b6d563ed23b6ff6e.jpg
