price,mileage,engineSize,transmission,fuelType,link,imageLink
1950,66000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212192629570?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=2,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/dbc6269099654c55bf0a7ef8d8b02c71.jpg
1995,88000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212192629287?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=2,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/47b0dbf29bf34291873d999d4b818bf0.jpg
1695,84000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211151703619?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=2,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/dba64dc5502d4ddebfd223af01b7717d.jpg
2490,36458,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212282808259?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=2,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/0d5f5bd2e31a49f59c16816a38016a00.jpg
1495,111464,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202209209924257?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=2,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/c2d0689c54c44e7b9707764a53dd22ae.jpg
1499,102000,1.6L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212142528447?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=2,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/8c653920cf5a40cc9af58437f8d93bd3.jpg
1499,111350,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202210200915416?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=2,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/2de6ef9562a44b0ca9bcf73ebbde875a.jpg
2175,86700,1.6L,Automatic,Petrol,https://www.autotrader.co.uk/car-details/202212292828409?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=2,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/8b4bfeca04414a2886295349099f7195.jpg
1195,110000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212232739617?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/ce6a29c907b64f858a36e0dedecb5b0f.jpg
2295,46000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212112450354?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/538f830247f94ca389d0b6bfc3c716cd.jpg
4495,48000,1.6L,Manual,Diesel,https://www.autotrader.co.uk/car-details/202212192625552?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/ef1522b2e6254bb3916e32423fb4814f.jpg
1850,74699,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212132491436?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/da038a4a66544303b84ba2908e2d928f.jpg
2199,75000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202206307302453?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/9590976fedd048acbf39bdf09175a815.jpg
2299,136000,2.0L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202210060475207?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/ffc9ddb1dea64b5a9ff8b859bdc7233b.jpg
5495,69276,2.0L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202210301212509?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/8435129c0f4c4e6197d37cbadc8f31d8.jpg
5995,66080,2.0L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202208208963536?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/0363576d08494efb93b8c8941ed79767.jpg
2000,95000,2.0L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212212686839?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/76486be3800140e79c20a6d438ec9cef.jpg
2995,55000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202210210952156?include-delivery-option=on&model=Fiesta&radius=1500&postcode=tq122pu&exclude-writeoff-categories=on&make=Ford&sort=relevance&advertising-location=at_cars&year-to=2005&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&page=3,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/92ceaf661e524d87b2aa2edf08dff29c.jpg
1895,94000,1.4L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202211101560540?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2005&sort=relevance&page=4,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/c32efe2e39914c758ea24fd0ed0f467a.jpg
2000,69886,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202209280201754?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2005&sort=relevance&page=4,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/c35157318e2c469497153b65aa71f987.jpg
1995,74000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212132483572?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2005&sort=relevance&page=4,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/791526a491df4869a85a3f51e5446d0c.jpg
2399,53000,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202210291191542?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2005&sort=relevance&page=4,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/2b35e4d65e40405caf1d149997fa99d1.jpg
900,161000,1.4L,Manual,Diesel,https://www.autotrader.co.uk/car-details/202212262772196?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2005&sort=relevance&page=4,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/544946e13d9e4c9fa27ef8beef8c35bf.jpg
2499,58441,1.25L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202209230027309?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2005&sort=relevance&page=4,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/91e15089b60f40578aaed7715c7e954f.jpg
3295,28000,1.6L,Automatic,Petrol,https://www.autotrader.co.uk/car-details/202212152555617?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2005&sort=relevance&page=4,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/d4384e7e43794125a2f6df4d6a1a6d5d.jpg
2790,110980,2.0L,Manual,Petrol,https://www.autotrader.co.uk/car-details/202212082389214?exclude-writeoff-categories=on&include-delivery-option=on&onesearchad=New&onesearchad=Nearly%20New&onesearchad=Used&year-from=2005&make=Ford&radius=1500&advertising-location=at_cars&model=Fiesta&postcode=tq122pu&year-to=2005&sort=relevance&page=4,https://m.atcdn.co.uk/a/media/w340h255pf7f7f5/7ab05a99eaa84636b6175a4a810a205e.jpg
